User,Mentions,,,Conative,User
daniel.ms2," '.', 'ndid' ",,,"('l', 'dollar')",pastorlucastercio
daniel.ms2," '.', 's' ",,,"('dollar', 'opened')",pastorlucastercio
sou_direita_taboao," 'carla.zambelli', 'jairmessiasbolsonaro' ",,,"('opened', 'monday')",pastorlucastercio
sou_direita_taboao," 'bolsonarosp', 'jairmessiasbolsonaro' ",,,"('monday', 'negotiated')",pastorlucastercio
sou_direita_taboao," 'bolsonarosp', 'carteiroreaca' ",,,"('negotiated', 'largest')",pastorlucastercio
sou_direita_taboao," 'capitaoderrite', 'carteiroreaca' ",,,"('largest', 'level')",pastorlucastercio
sou_direita_taboao," 'capitaoderrite', 'novadireitasp' ",,,"('level', 'since')",pastorlucastercio
sou_direita_taboao," 'mulherescombolsonaro', 'novadireitasp' ",,,"('since', 'end')",pastorlucastercio
eu.alicebenchimol," 'flaviobolsonaro', 'jairmessiasbolsonaro' ",,,"('end', 'september')",pastorlucastercio
eu.alicebenchimol," 'bolsonarosp', 'flaviobolsonaro' ",,,"('september', 'movement')",pastorlucastercio
eu.alicebenchimol," 'bolsonarosp', 'carlosbolsonaro' ",,,"('movement', 'background')",pastorlucastercio
eu.alicebenchimol," 'carla.zambelli', 'carlosbolsonaro' ",,,"('background', 'victory')",pastorlucastercio
eu.alicebenchimol," 'carla.zambelli', 'nikolasferreirabr' ",,,"('victory', 'former')",pastorlucastercio
eu.alicebenchimol," 'flaviobolsonaro', 'jairmessiasbolsonaro' ",,,"('former', 'president')",pastorlucastercio
eu.alicebenchimol," 'bolsonarosp', 'flaviobolsonaro' ",,,"('president', 'luiz')",pastorlucastercio
eu.alicebenchimol," 'bolsonarosp', 'carlosbolsonaro' ",,,"('luiz', 'inacio')",pastorlucastercio
eu.alicebenchimol," 'carla.zambelli', 'carlosbolsonaro' ",,,"('inacio', 'lula')",pastorlucastercio
eu.alicebenchimol," 'carla.zambelli', 'nikolasferreirabr' ",,,"('lula', 'silva')",pastorlucastercio
automotivenewsbrazil," 'exercito_oficial', 'marinhaoficial' ",,,"('silva', 'pt')",pastorlucastercio
automotivenewsbrazil," 'fab_oficial', 'marinhaoficial' ",,,"('pt', 'dispute')",pastorlucastercio
renatoluizzimm," 'jessicachristinaaf', 'let.repost' ",,,"('dispute', 'planaltonumbers')",pastorlucastercio
renatoluizzimm," 'jairmessiasbolsonaro,', 'let.repost' ",,,"('planaltonumbers', 'show')",pastorlucastercio
williamsantos1000," 'jairmessiasbolsonaro', 'nikolasferreiradmm' ",,,"('show', 'negative')",pastorlucastercio
williamsantos1000," 'bolsonarosp', 'jairmessiasbolsonaro' ",,,"('negative', 'initial')",pastorlucastercio
grazianoandrade," 'exercito_oficial', 'nbcnews' ",,,"('initial', 'market')",pastorlucastercio
grazianoandrade," 'cbstv', 'nbcnews' ",,,"('market', 'reaction')",pastorlucastercio
grazianoandrade," 'cbsnews', 'cbstv' ",,,"('reaction', 'victory')",pastorlucastercio
grazianoandrade," 'abc7ny', 'cbsnews' ",,,"('victory', 'leftist')",pastorlucastercio
grazianoandrade," 'abc7ny', 'foxtv' ",,,"('leftist', 'politician')",pastorlucastercio
grazianoandrade," 'foxtv', 'nytimes' ",,,"('politician', 'opening')",pastorlucastercio
grazianoandrade," 'bbclondon', 'nytimes' ",,,"('opening', 'shot')",pastorlucastercio
waltermelechcocarvalho," 'cbstv', 'nbcnews' ",,,"('shot', 'currency')",pastorlucastercio
waltermelechcocarvalho," 'cbsnews', 'cbstv' ",,,"('currency', 'lost')",pastorlucastercio
waltermelechcocarvalho," 'abc7ny', 'cbsnews' ",,,"('lost', 'strength')",pastorlucastercio
waltermelechcocarvalho," 'abc7ny', 'foxtv' ",,,"('strength', 'circulates')",pastorlucastercio
waltermelechcocarvalho," 'foxtv', 'nytimes' ",,,"('circulates', 'average')",pastorlucastercio
waltermelechcocarvalho," 'bbclondon', 'nytimes' ",,,"('average', 'emerging')",pastorlucastercio
desejos_de_um_autor," 'braganetto_gen', 'genheleno' ",,,"('emerging', 'coins')",pastorlucastercio
desejos_de_um_autor," 'generalmourao', 'genheleno' ",,,"('coins', 'indian')",pastorlucastercio
desejos_de_um_autor," 'exercito_oficial', 'generalmourao' ",,,"('indian', 'role')",pastorlucastercio
waltermelechcocarvalho," 'cbstv', 'nbcnews' ",,,"('role', 'south')",pastorlucastercio
waltermelechcocarvalho," 'cbsnews', 'cbstv' ",,,"('south', 'african')",pastorlucastercio
waltermelechcocarvalho," 'abc7ny', 'cbsnews' ",,,"('african', 'rand')",pastorlucastercio
waltermelechcocarvalho," 'abc7ny', 'foxtv' ",,,"('rand', 'regarded')",pastorlucastercio
waltermelechcocarvalho," 'foxtv', 'nytimes' ",,,"('regarded', 'pairs')",pastorlucastercio
waltermelechcocarvalho," 'bbclondon', 'nytimes' ",,,"('pairs', 'real')",pastorlucastercio
waltermelechcocarvalho," 'cbstv', 'nbcnews' ",,,"('real', 'even')",pastorlucastercio
waltermelechcocarvalho," 'cbsnews', 'cbstv' ",,,"('even', 'devalue')",pastorlucastercio
waltermelechcocarvalho," 'abc7ny', 'cbsnews' ",,,"('devalue', 'similarity')",pastorlucastercio
waltermelechcocarvalho," 'abc7ny', 'foxtv' ",,,"('similarity', 'brazilian')",pastorlucastercio
waltermelechcocarvalho," 'foxtv', 'nytimes' ",,,"('brazilian', 'currency')",pastorlucastercio
waltermelechcocarvalho," 'bbclondon', 'nytimes' ",,,"('currency', 'result')",pastorlucastercio
euridice_mello," 'cacildatakamiya', 'juliano_takamiya' ",,,"('result', 'dug')",pastorlucastercio
euridice_mello," 'juliano_takamiya', 'lpbragancabr' ",,,"('dug', 'elections')",pastorlucastercio
jhonmendes95," 'guardian', 'nytimes' ",,,"('elections', 'investors')",pastorlucastercio
jhonmendes95," 'bbc', 'guardian' ",,,"('investors', 'awaiting')",pastorlucastercio
jhonmendes95," 'bbc', 'bbcbrasil' ",,,"('awaiting', 'details')",pastorlucastercio
jhonmendes95," 'bbcbrasil', 'cnn' ",,,"('details', 'new')",pastorlucastercio
jhonmendes95," 'cnn', 'cnnbrasil' ",,,"('new', 'governments')",pastorlucastercio
jhonmendes95," 'cnnbrasil', 'neymarjr' ",,,"('governments', 'economic')",pastorlucastercio
rollersans," 'exercito_oficial', 'ude!' ",,,"('economic', 'policy')",pastorlucastercio
agnaldo_manardo," 'braganetto_gen', 'jairmessiasbolsonaro' ",,,"('former', 'convict')",demetriopinheirooficial
agnaldo_manardo," 'braganetto_gen', 'genheleno' ",,,"('convict', 'innocentits')",demetriopinheirooficial
agnaldo_manardo," 'generalpazuello.oficial', 'genheleno' ",,,"('innocentits', 'corrupt')",demetriopinheirooficial
agnaldo_manardo," 'generalmourao', 'generalpazuello.oficial' ",,,"('corrupt', 'yes')",demetriopinheirooficial
dashirubabosatsusensei," 'direitabrasiil', 'jairmessiasbolsonaro' ",,,"('yes', 'forces')",demetriopinheirooficial
dashirubabosatsusensei," 'direitabrasiil', 'exercito_oficial' ",,,"('forces', 'intervention')",demetriopinheirooficial
dratatianapprevidelli," 'cbcnews', 'exercito_oficial' ",,,"('intervention', 'lula')",demetriopinheirooficial
dratatianapprevidelli," 'cbcnews', 'cbstv' ",,,"('lula', 'expression')",demetriopinheirooficial
dratatianapprevidelli," 'cbstv', 'foxnews' ",,,"('lets', 'go')",fcopereirapxoficial
dratatianapprevidelli," 'foxnews', 'marinhaoficial' ",,,"('go', 'people')",fcopereirapxoficial
eu.leanegriehl," 'nbcnews', 'nortemilgraus' ",,,"('people', 'lets')",fcopereirapxoficial
eu.leanegriehl," 'cbsnews', 'nbcnews' ",,,"('lets', 'fight')",fcopereirapxoficial
eu.leanegriehl," 'cbsnews', 'cbstv' ",,,"('fight', 'fraud')",fcopereirapxoficial
eu.leanegriehl," 'anc7ny', 'cbstv' ",,,"('fraud', 'elections')",fcopereirapxoficial
eu.leanegriehl," 'anc7ny', 'foxtv' ",,,"('elections', 'say')",fcopereirapxoficial
eu.leanegriehl," 'foxtv', 'nytimes' ",,,"('say', 'corrupt')",fcopereirapxoficial
eu.leanegriehl," 'bbclondon', 'nytimes' ",,,"('corrupt', 'system')",fcopereirapxoficial
nil.silvaoficial," 'exercito_oficial', 'nbcnews' ",,,"('system', 'fraud')",fcopereirapxoficial
nil.silvaoficial," 'cbstv', 'nbcnews' ",,,"('fraud', 'yes')",fcopereirapxoficial
nil.silvaoficial," 'cbsnews', 'cbstv' ",,,"('yes', 'wake')",fcopereirapxoficial
nil.silvaoficial," 'abc7ny', 'cbsnews' ",,,"('wake', 'brazil')",fcopereirapxoficial
nil.silvaoficial," 'abc7ny', 'foxtv' ",,,"('brazil', 'ebrasil')",fcopereirapxoficial
nil.silvaoficial," 'foxtv', 'nytimes' ",,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
nil.silvaoficial," 'bbclondon', 'nytimes' ",,,"('bora', 'brazil')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('brazil', 'lets')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('lets', 'make')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('make', 'manifestations')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('manifestations', 'giant')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('giant', 'brazil')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('brazil', 'intervention')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('intervention', 'redmilhad')",yokoyamamika1
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('former', 'convict')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('convict', 'innocentits')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('innocentits', 'corrupt')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('corrupt', 'yes')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('yes', 'forces')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('forces', 'intervention')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('intervention', 'lula')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('lula', 'expression')",ligadospatriotas
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('im', 'love')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('love', 'fashioni')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('fashioni', 'found')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('found', 'many')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('many', 'styles')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('styles', 'modelsi')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('modelsi', 'learning')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('learning', 'dress')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('dress', 'help')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('help', 'women')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('women', 'become')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('become', 'therapy')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('therapy', 'became')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('became', 'source')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('source', 'income')",priscilas.oli
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('people', 'need')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('need', 'understand')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('understand', 'bolsonaro')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('bolsonaro', 'brazilfor')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('brazilfor', 'children')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('children', 'family')",nanda__santos21
fazueleai," 'glaucio_linhares_22', 'jairmessiasbolsonaro' ",,,"('family', 'faith')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('faith', 'principles')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('principles', 'life')",nanda__santos21
fazueleai," 'Glaucio', 'glaucio_linhares_22' ",,,"('lets', 'go')",fcopereirapxoficial
ronyjfp," 'pablomarcal1', 'paulovcoach' ",,,"('go', 'people')",fcopereirapxoficial
ronyjfp," 'pablomarcal1', 'pepauloricardo' ",,,"('people', 'lets')",fcopereirapxoficial
ronyjfp," 'opropriofaka', 'pepauloricardo' ",,,"('lets', 'fight')",fcopereirapxoficial
ronyjfp," 'draarielledias', 'opropriofaka' ",,,"('fight', 'fraud')",fcopereirapxoficial
ronyjfp," 'ExMSTponcio', 'draarielledias' ",,,"('fraud', 'elections')",fcopereirapxoficial
ronyjfp," 'ExMSTponcio', 'kimpaim' ",,,"('elections', 'say')",fcopereirapxoficial
ronyjfp," 'Rconstantino', 'kimpaim' ",,,"('say', 'corrupt')",fcopereirapxoficial
ronyjfp," 'pablomarcal1', 'paulovcoach' ",,,"('corrupt', 'system')",fcopereirapxoficial
ronyjfp," 'pablomarcal1', 'pepauloricardo' ",,,"('system', 'fraud')",fcopereirapxoficial
ronyjfp," 'opropriofaka', 'pepauloricardo' ",,,"('fraud', 'yes')",fcopereirapxoficial
ronyjfp," 'draarielledias', 'opropriofaka' ",,,"('yes', 'wake')",fcopereirapxoficial
ronyjfp," 'ExMSTponcio', 'draarielledias' ",,,"('wake', 'brazil')",fcopereirapxoficial
ronyjfp," 'ExMSTponcio', 'kimpaim' ",,,"('brazil', 'ebrasil')",fcopereirapxoficial
ronyjfp," 'Rconstantino', 'kimpaim' ",,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
t.r.a.drone," '13brigada_exercito', 'm3_drone' ",,,"('lets', 'go')",fcopereirapxoficial
t.r.a.drone," 'm3_drone', 'mckdrone' ",,,"('go', 'people')",fcopereirapxoficial
t.r.a.drone," 'jairmessiasbolsonaro', 'mckdrone' ",,,"('people', 'lets')",fcopereirapxoficial
t.r.a.drone," 'jairmessiasbolsonaro', 'michellebolsonaro' ",,,"('lets', 'fight')",fcopereirapxoficial
t.r.a.drone," 'flaviobolsonaro', 'michellebolsonaro' ",,,"('fight', 'fraud')",fcopereirapxoficial
t.r.a.drone," 'carlosbolsonaro', 'flaviobolsonaro' ",,,"('fraud', 'elections')",fcopereirapxoficial
t.r.a.drone," 'bolsonarosp', 'carlosbolsonaro' ",,,"('elections', 'say')",fcopereirapxoficial
t.r.a.drone," 'bolsonarosp', 'presidentebolsonaro_' ",,,"('say', 'corrupt')",fcopereirapxoficial
t.r.a.drone," 'mt22bolsonaro', 'presidentebolsonaro_' ",,,"('corrupt', 'system')",fcopereirapxoficial
t.r.a.drone," 'mt22bolsonaro', 'nbcnews' ",,,"('system', 'fraud')",fcopereirapxoficial
t.r.a.drone," 'cbstv', 'nbcnews' ",,,"('fraud', 'yes')",fcopereirapxoficial
t.r.a.drone," 'cbsnews', 'cbstv' ",,,"('yes', 'wake')",fcopereirapxoficial
t.r.a.drone," 'abc7ny', 'cbsnews' ",,,"('wake', 'brazil')",fcopereirapxoficial
t.r.a.drone," 'abc7ny', 'foxtv' ",,,"('brazil', 'ebrasil')",fcopereirapxoficial
t.r.a.drone," 'foxtv', 'nytimes' ",,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
t.r.a.drone," 'bbclondon', 'nytimes' ",,,"('dominite', 'aagenda')",andre_brust
angelica.santos_s2," 's', 's,' ",,,"('lets', 'go')",fcopereirapxoficial
angelica.santos_s2," 'dores', 's' ",,,"('go', 'people')",fcopereirapxoficial
tatismoreira," 'profissaoreporter', 'revistaforum' ",,,"('people', 'lets')",fcopereirapxoficial
em_patriota_22," 'fernandaizabel17', 'nordestinas_dedireita' ",,,"('lets', 'fight')",fcopereirapxoficial
fabianacatanzaro," 'jornalistaslivres', 'let.repost' ",,,"('fight', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'elections')",fcopereirapxoficial
,,,,"('elections', 'say')",fcopereirapxoficial
,,,,"('say', 'corrupt')",fcopereirapxoficial
,,,,"('corrupt', 'system')",fcopereirapxoficial
,,,,"('system', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'yes')",fcopereirapxoficial
,,,,"('yes', 'wake')",fcopereirapxoficial
,,,,"('wake', 'brazil')",fcopereirapxoficial
,,,,"('brazil', 'ebrasil')",fcopereirapxoficial
,,,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
,,,,"('firstly', 'good')",marinaracosta
,,,,"('good', 'morning')",marinaracosta
,,,,"('morning', 'socorro')",marinaracosta
,,,,"('socorro', 'armed')",marinaracosta
,,,,"('armed', 'forces')",marinaracosta
,,,,"('forces', 'brazil')",marinaracosta
,,,,"('brazil', 'stolen')",marinaracosta
,,,,"('stolen', 'elections')",marinaracosta
,,,,"('elections', 'ffaa')",marinaracosta
,,,,"('ffaa', 'save')",marinaracosta
,,,,"('save', 'brazil')",marinaracosta
,,,,"('brazil', 'accept')",marinaracosta
,,,,"('accept', 'fraud')",marinaracosta
,,,,"('fraud', 'ex')",marinaracosta
,,,,"('ex', 'condemned')",marinaracosta
,,,,"('condemned', 'power')",marinaracosta
,,,,"('power', 'forparaservir')",marinaracosta
,,,,"('forparaservir', 'breedingcuction')",marinaracosta
,,,,"('breedingcuction', 'element')",marinaracosta
,,,,"('could', 'imagine')",avantebrl
,,,,"('imagine', 'thing')",avantebrl
,,,,"('thing', 'fulfill')",avantebrl
,,,,"('fulfill', 'campaign')",avantebrl
,,,,"('campaign', 'promises')",avantebrl
,,,,"('promises', 'picanha')",avantebrl
,,,,"('picanha', 'metaphor')",avantebrl
,,,,"('metaphor', 'aid')",avantebrl
,,,,"('aid', 'reduced')",avantebrl
,,,,"('reduced', 'reduced')",avantebrl
,,,,"('reduced', 'gas')",avantebrl
,,,,"('gas', 'valley')",avantebrl
,,,,"('valley', 'reduced')",avantebrl
,,,,"('reduced', 'minimum')",avantebrl
,,,,"('minimum', 'wage')",avantebrl
,,,,"('wage', 'predict')",avantebrl
,,,,"('predict', 'bad')",avantebrl
,,,,"('bad', 'guy')",avantebrl
,,,,"('guy', 'would')",avantebrl
,,,,"('would', 'fulfill')",avantebrl
,,,,"('fulfill', 'promisesirony')",avantebrl
,,,,"('promisesirony', 'fight')",avantebrl
,,,,"('fight', 'remains')",avantebrl
,,,,"('remains', 'firm')",avantebrl
,,,,"('firm', 'strong')",avantebrl
,,,,"('strong', 'us')",avantebrl
,,,,"('us', 'brazil')",avantebrl
,,,,"('simple', 'solidarity')",antoniopereirajr.adv
,,,,"('solidarity', 'unduly')",antoniopereirajr.adv
,,,,"('unduly', 'censored')",antoniopereirajr.adv
,,,,"('censored', 'fired')",antoniopereirajr.adv
,,,,"('fired', 'journalists')",antoniopereirajr.adv
,,,,"('journalists', 'recent')",antoniopereirajr.adv
,,,,"('recent', 'times')",antoniopereirajr.adv
,,,,"('times', 'warriorsthere')",antoniopereirajr.adv
,,,,"('warriorsthere', 'law')",antoniopereirajr.adv
,,,,"('law', 'order')",antoniopereirajr.adv
,,,,"('order', 'country')",antoniopereirajr.adv
,,,,"('country', 'believe')",antoniopereirajr.adv
,,,,"('believe', 'god')",antoniopereirajr.adv
,,,,"('god', 'prevented')",antoniopereirajr.adv
,,,,"('face', 'knew')",gharrylobo
,,,,"('knew', 'arrested')",gharrylobo
,,,,"('arrested', 'soon')",gharrylobo
,,,,"('soon', 'ncards')",gharrylobo
,,,,"('ncards', 'dealt')",gharrylobo
,,,,"('dealt', 'pix')",gharrylobo
,,,,"('pix', 'pichers')",gharrylobo
,,,,"('pichers', 'patriots')",gharrylobo
,,,,"('patriots', 'working')",gharrylobo
,,,,"('working', 'independent')",gharrylobo
,,,,"('independent', 'information')",gharrylobo
,,,,"('information', 'since')",gharrylobo
,,,,"('since', 'globo')",gharrylobo
,,,,"('globo', 'forbidden')",gharrylobo
,,,,"('forbidden', 'talk')",gharrylobo
,,,,"('talk', 'demonstration')",gharrylobo
,,,,"('demonstration', 'would')",gharrylobo
,,,,"('would', 'even')",gharrylobo
,,,,"('even', 'talk')",gharrylobo
,,,,"('talk', 'wanted')",gharrylobo
,,,,"('wanted', 'fighting')",gharrylobo
,,,,"('fighting', 'people')",gharrylobo
,,,,"('people', 'freedom')",gharrylobo
,,,,"('supreme', 'act')",adribertoo
,,,,"('act', 'democracy')",adribertoo
,,,,"('democracy', 'power')",adribertoo
,,,,"('power', 'comes')",adribertoo
,,,,"('comes', 'people')",adribertoo
,,,,"('people', 'people')",adribertoo
,,,,"('people', 'intervention')",adribertoo
,,,,"('intervention', 'apatriasept')",adribertoo
,,,,"('stf', 'target')",psicoterapeutaabiliomachado
,,,,"('target', 'brazilian')",psicoterapeutaabiliomachado
,,,,"('brazilian', 'civil')",psicoterapeutaabiliomachado
,,,,"('civil', 'manifestation')",psicoterapeutaabiliomachado
,,,,"('manifestation', 'popovo')",psicoterapeutaabiliomachado
